,user_id,treatment,if_on,live_date,gender,age_range,live_stream_duration,live_stream_cnt,total_watching_duration,receive_amount,like_cnt,comment_cnt,share_cnt,voice_comment_cnt
1786104,422641749,0,0,2018-12-01,F,24-30,817,1,381,0.0,0,5,0,0
274550,1122215276,0,0,2018-12-17,F,50+,2210,1,5552,5.0,213,27,0,4
2662425,598716497,0,0,2018-12-20,M,18-23,225,3,114,0.0,0,0,0,0
862047,91632821,1,0,2018-12-07,M,18-23,12225,5,2209,12.0,136,7,0,0
517696,828663577,1,0,2018-12-14,M,24-30,1085,1,1651,0.0,53,15,0,1
770109,741204377,0,0,2018-12-01,F,31-40,19,1,0,0.0,0,0,0,0
750081,675365903,0,0,2018-12-10,F,24-30,931,1,955,186.0,1,32,1,0
1546377,536158333,1,0,2018-12-20,M,18-23,193,1,3,0.0,0,0,0,0
2563209,246406448,0,0,2018-12-15,M,31-40,6347,5,1133747,2197.0,14210,345,31,0
1336629,777946060,0,0,2018-12-07,M,31-40,1624,2,2047,0.0,136,9,0,18
2171747,803820062,1,0,2018-12-03,F,31-40,1194,1,390,0.0,0,0,0,0
3089547,154151854,1,0,2018-12-04,M,31-40,5571,8,11746,102.0,541,71,0,13
243054,838560983,0,0,2018-12-06,M,31-40,1618,5,549,0.0,4,5,0,0
3212629,583611313,0,0,2018-12-11,M,18-23,2056,3,674,0.0,2,1,0,0
118890,414639940,0,0,2018-12-14,F,18-23,1423,1,4443,6.0,67,43,2,0
3433834,403419203,0,0,2018-12-20,M,18-23,150,1,0,0.0,0,0,0,0
3296420,911625948,0,0,2018-12-13,F,31-40,240,1,155,0.0,11,2,0,0
995252,543217019,0,0,2018-12-11,M,41-49,5443,1,258025,759.0,5630,295,26,0
3429655,392781745,1,0,2018-12-18,F,31-40,8238,2,59490,3542.0,23628,236,10,0
2501941,45564729,0,0,2018-12-06,M,24-30,2195,3,6956,0.0,172,79,0,0
2341335,440047351,0,0,2018-12-18,F,18-23,2950,4,3361,10.0,52,29,0,0
2326009,402143979,1,0,2018-12-16,M,31-40,8,1,1,0.0,0,0,0,0
2999545,803958387,0,0,2018-12-16,F,24-30,1480,1,1082,0.0,36,4,0,0
1595081,721212566,0,0,2018-12-18,M,50+,5754,2,205648,101.0,842,28,11,0
84786,300087463,0,0,2018-12-07,F,24-30,1552,1,4352,0.0,90,12,0,0
1584203,684474358,1,0,2018-12-08,F,24-30,22356,8,121029,2208.0,1552,584,5,10
2940251,601328739,0,0,2018-12-20,M,18-23,28,2,0,0.0,0,0,0,0
694870,468710441,0,0,2018-12-18,M,50+,52,1,20,0.0,1,0,0,0
533914,921646883,1,0,2018-12-15,F,31-40,1810,3,2195,1.0,6,17,0,0
2777193,30279546,1,0,2018-12-05,F,24-30,290,2,263,0.0,35,3,0,0
2087960,493346223,1,0,2018-12-15,M,41-49,9474,5,49597,410.0,3311,149,10,1
2393082,631651179,1,0,2018-12-15,F,31-40,485,1,227,0.0,8,4,0,0
896393,208464666,0,0,2018-12-04,M,24-30,3179,5,5437,43.0,260,55,4,0
1242773,449581920,0,0,2018-12-20,M,31-40,249,1,53,0.0,0,0,0,0
3577192,954029341,0,0,2018-12-14,M,24-30,519,1,544,0.0,6,9,0,0
1484397,354439146,0,0,2018-12-14,F,24-30,2323,3,3766,3.0,144,35,0,0
210068,725506873,0,0,2018-12-07,M,41-49,64,1,0,0.0,0,0,0,0
1757135,338643133,1,0,2018-12-16,F,18-23,342,1,648,0.0,50,8,0,0
250667,883661714,1,0,2018-12-09,M,41-49,15365,9,20136,33.0,285,57,12,10
78391,266852300,1,0,2018-12-08,F,31-40,4735,4,264,0.0,7,2,0,0
3534984,751885074,1,0,2018-12-18,M,31-40,473,1,143,0.0,4,0,0,0
798982,841197907,0,0,2018-12-14,M,41-49,14,1,0,0.0,0,0,0,0
95626,346958976,0,0,2018-12-05,M,31-40,2865,1,156638,230.0,6521,135,12,0
2550058,203790043,1,0,2018-12-19,F,24-30,1359,4,1140,30.0,29,11,0,0
2016584,254654133,1,0,2018-12-17,F,24-30,7214,3,14946,113.0,115,167,3,0
2218150,16508391,0,0,2018-12-06,M,24-30,454,1,11,0.0,0,0,0,0
2489521,9255703,0,0,2018-12-15,M,18-23,46,1,0,0.0,0,0,0,0
1232526,423943424,0,0,2018-12-02,F,24-30,764,3,3101,1.0,101,46,0,0
2928133,545146418,0,0,2018-12-04,F,31-40,11423,2,118862,3116.0,2292,184,13,6
536111,940951662,1,0,2018-12-15,F,18-23,16245,4,155711,1511.0,11443,717,48,0
1822723,528720618,0,0,2018-12-05,F,24-30,2487,3,12573,260.0,739,52,0,0
1646923,966757190,0,0,2018-12-03,F,31-40,3523,1,14575,239.0,56,47,4,76
2106774,568142555,0,0,2018-12-14,M,31-40,115,2,21,0.0,2,0,0,0
716664,543759610,0,0,2018-12-15,M,24-30,252,1,3,0.0,0,0,0,0
1020321,648356833,0,0,2018-12-13,F,31-40,29,1,7,0.0,2,0,0,0
2644259,518683102,1,0,2018-12-10,M,31-40,134,1,339,0.0,5,0,0,0
2316524,374620236,0,0,2018-12-07,M,24-30,1929,1,31591,21.0,101,44,0,0
3581076,1004129326,0,0,2018-12-07,M,24-30,15,1,0,0.0,0,0,0,0
3584162,1042005320,0,0,2018-12-19,M,41-49,548,1,70,0.0,0,0,0,0
708084,510596506,1,0,2018-12-11,F,41-49,7081,1,166353,781.0,44016,274,29,0
900714,224622587,1,0,2018-12-19,F,24-30,465,1,21,0.0,0,0,0,0
1122096,34635700,0,0,2018-12-17,M,18-23,5634,3,509,0.0,119,0,0,0
2234275,66606673,1,0,2018-12-19,F,24-30,230,1,7,0.0,0,0,0,0
387892,395247412,0,0,2018-12-16,M,24-30,10197,1,2216151,8125.0,52424,2509,92,0
2835682,232299169,0,0,2018-12-12,F,50+,11335,8,29994,9.0,295,272,0,0
1811851,488857184,0,0,2018-12-04,M,31-40,4729,4,48779,163.0,365,196,1,0
2706509,754159343,0,0,2018-12-17,M,31-40,412,2,93,0.0,0,0,0,0
1430450,143649034,1,0,2018-12-03,M,31-40,232,1,102,0.0,0,2,0,0
587332,104617127,0,0,2018-12-19,M,31-40,23007,1,135,0.0,0,0,0,0
3567665,881107687,0,0,2018-12-11,M,24-30,8394,1,2072626,125.0,8930,830,31,0
3223173,629249113,1,0,2018-12-17,F,24-30,10962,5,12126,61.0,289,236,0,0
1802507,463743381,0,0,2018-12-19,F,24-30,11629,2,196728,380.0,6200,294,12,0
3481294,548276019,1,0,2018-12-13,F,31-40,6883,4,16315,120.0,261,80,1,1
2576661,311882742,1,0,2018-12-14,F,24-30,12248,3,422823,117.0,8450,652,10,0
590257,115415811,0,0,2018-12-18,F,18-23,478,2,976,0.0,371,4,0,0
3333495,47271736,0,0,2018-12-14,F,18-23,2559,1,3397,56.0,110,28,0,0
1782681,414497899,0,0,2018-12-07,F,50+,5398,3,22572,30.0,539,44,1,0
2525561,120274520,1,0,2018-12-06,M,18-23,376,3,41,0.0,0,0,0,0
997751,553562055,0,0,2018-12-13,M,24-30,771,1,2735,53.0,960,3,2,0
202548,699647208,1,0,2018-12-06,M,31-40,5832,1,2162,0.0,46,3,0,0
3144398,369946992,0,0,2018-12-19,M,31-40,2601,1,38512,3.0,612,30,1,0
3511705,672031209,1,0,2018-12-01,F,24-30,13820,3,77297,4569.0,1359,300,2,163
2540366,163820997,1,0,2018-12-09,M,18-23,852,4,121,0.0,10,2,1,0
1080080,863067030,0,0,2018-12-09,M,31-40,603,1,2280,0.0,15,2,0,0
2036227,347746080,0,0,2018-12-20,F,31-40,15757,2,559606,6.0,6819,561,18,0
300582,77166766,0,0,2018-12-20,M,24-30,216,2,0,0.0,0,0,0,0
2950359,642493863,1,0,2018-12-04,F,31-40,478,2,0,0.0,0,0,0,0
3069880,91646320,0,0,2018-12-06,F,24-30,528,1,971,5.0,45,21,0,0
1257390,491065609,0,0,2018-12-05,M,24-30,561,4,26,0.0,0,0,0,0
1651877,1025132897,1,0,2018-12-03,M,41-49,694,1,1126,0.0,272,7,0,0
654320,356225263,1,0,2018-12-01,M,24-30,1393,2,1145,0.0,1154,39,0,0
2432763,763969651,0,0,2018-12-15,F,24-30,7312,5,53570,305.0,1270,250,3,0
1853378,653797102,0,0,2018-12-01,F,41-49,3467,3,21337,75.0,1196,13,6,15
3517878,692790116,1,0,2018-12-10,F,41-49,11036,2,106812,35.0,1981,78,13,0
1252544,475624560,0,0,2018-12-18,F,24-30,48,1,20,0.0,0,0,0,0
3129035,314489954,0,0,2018-12-09,F,24-30,301,1,0,0.0,0,0,0,0
63225,210134340,0,0,2018-12-18,F,31-40,14554,9,27773,36.0,978,378,4,0
2464897,902726971,1,0,2018-12-12,M,18-23,179,1,34,0.0,3,0,0,0
2369219,528547048,0,0,2018-12-19,F,18-23,585,4,828,0.0,6,6,0,0
2882054,406207618,1,0,2018-12-07,M,41-49,1220,1,29387,0.0,2296,12,0,0
955611,423380874,0,0,2018-12-05,M,31-40,201,3,239,0.0,0,1,0,0
424122,490348951,0,0,2018-12-19,M,31-40,195,1,7,0.0,0,0,0,0
1299938,659870778,1,0,2018-12-18,F,18-23,687,3,1367,2.0,16,21,0,0
2164874,778746091,1,0,2018-12-08,F,18-23,1315,2,2185,45.0,31,39,0,0
3101884,202647366,0,0,2018-12-20,M,41-49,16,1,0,0.0,0,0,0,0
2379314,571843626,0,0,2018-12-01,F,18-23,1136,1,1687,8.0,69,7,0,0
3566811,877770002,0,0,2018-12-10,F,24-30,93,1,146,0.0,11,0,0,0
3276940,804968956,0,0,2018-12-02,F,31-40,238,1,14,0.0,0,0,0,0
3003998,821246736,0,0,2018-12-07,F,24-30,550,3,866,1.0,9,3,0,20
1542106,519387670,1,0,2018-12-03,F,24-30,387,1,26,0.0,0,0,0,0
2758898,1070845986,1,0,2018-12-16,M,50+,31094,6,39328,4.0,8522,11,1,357
2009208,229036749,0,0,2018-12-15,M,18-23,717,1,4,0.0,0,0,0,0
736749,628332800,0,0,2018-12-16,M,18-23,118,1,2,0.0,0,0,0,0
1795843,445347289,1,0,2018-12-02,M,41-49,329,1,0,0.0,0,0,0,0
3339809,67864503,0,0,2018-12-05,M,31-40,1576,1,529,0.0,38,8,0,0
967838,454738499,0,0,2018-12-12,F,18-23,2720,3,5976,0.0,36,69,1,0
2016504,254071135,0,0,2018-12-11,F,18-23,47,1,4,0.0,0,0,0,0
2463003,890330847,0,0,2018-12-19,M,31-40,2326,3,22,0.0,0,0,0,0
2604651,405667966,1,0,2018-12-09,M,31-40,3513,4,3965,0.0,532,12,0,57
3357017,124294552,0,0,2018-12-01,F,41-49,9426,2,1503903,13107.0,28733,1007,57,0
1876319,731430866,1,0,2018-12-14,M,24-30,49,1,13,0.0,0,0,0,0
1050370,748061009,1,0,2018-12-17,M,41-49,3580,2,6032,0.0,1609,34,2,0
1286917,612825377,1,0,2018-12-08,F,41-49,69,1,55,0.0,0,1,0,0
2089766,499145354,1,0,2018-12-14,M,41-49,246,1,59,0.0,0,0,0,0
1737800,248562506,1,0,2018-12-19,M,50+,4693,1,400541,713.0,1622,488,3,0
2513378,80412594,1,0,2018-12-03,M,18-23,21830,6,4927979,39111.0,79635,5269,141,0
1258361,495053385,1,0,2018-12-01,M,31-40,156,2,77,0.0,4,0,0,0
2032587,331289679,0,0,2018-12-15,M,24-30,18,1,0,0.0,0,0,0,0
3297681,922715910,0,0,2018-12-16,M,24-30,656,1,32,0.0,0,0,0,1
2307592,347909916,0,0,2018-12-07,F,24-30,1287,1,390,0.0,1,0,0,0
3303983,992768048,0,0,2018-12-18,F,31-40,16511,6,152386,2038.0,2342,642,6,0
2835636,232153478,1,0,2018-12-11,M,18-23,6154,4,43563,450.0,5414,290,6,0
2772339,18451080,0,0,2018-12-05,M,18-23,3592,1,385646,249.0,1422,189,14,0
951415,411184066,1,0,2018-12-19,M,24-30,1611,1,1080,0.0,22,6,0,0
2687770,694588754,0,0,2018-12-18,M,31-40,11288,4,45500,4.0,472,34,8,0
898978,218068351,1,0,2018-12-20,M,18-23,3332,4,3083,15.0,109,11,0,0
2239847,84980041,0,0,2018-12-01,M,41-49,53,1,26,0.0,0,0,0,0
1970055,91503704,1,0,2018-12-15,M,18-23,1714,2,393,0.0,12,6,0,0
580149,81523550,1,0,2018-12-15,M,18-23,5218,7,16476,325.0,542,57,1,0
113302,400710024,1,0,2018-12-11,M,18-23,38866,5,9737,0.0,790,52,0,0
432566,519924796,1,0,2018-12-13,M,31-40,81,1,1,0.0,0,0,0,0
38975,127393695,1,0,2018-12-05,F,31-40,2122,1,3850,20.0,175,24,3,3
1685644,71165403,0,0,2018-12-14,M,18-23,1789,1,2225,5.0,38,13,0,0
839241,18530389,1,0,2018-12-12,F,18-23,34,1,0,0.0,0,0,0,0
1852592,650733184,0,0,2018-12-09,M,24-30,18423,6,966034,6299.0,80700,744,113,0
1623345,810655881,1,0,2018-12-04,M,50+,118,2,41,0.0,0,0,0,0
1334063,770576295,0,0,2018-12-09,F,24-30,5473,1,39381,1.0,353,89,3,0
271536,1092911456,1,0,2018-12-16,F,50+,3628,2,245176,156.0,8675,513,21,0
2569713,276784146,0,0,2018-12-07,F,31-40,20180,2,10493922,72257.0,379203,4551,425,0
3066196,76869584,0,0,2018-12-12,F,31-40,925,3,1132,12.0,15,10,0,0
2320389,386240871,0,0,2018-12-10,F,31-40,7137,1,63397,428.0,1742,210,18,37
2489148,8534645,0,0,2018-12-09,M,18-23,30,1,0,0.0,0,0,0,0
1445096,196743114,0,0,2018-12-12,M,24-30,8309,1,28247,73.0,9634,74,1,0
654990,358558880,0,0,2018-12-08,M,41-49,3304,5,2968,17.0,109,14,1,1
2948776,636605539,1,0,2018-12-17,F,18-23,215,1,106,0.0,2,2,0,0
382550,378261183,0,0,2018-12-19,F,24-30,187,2,294,0.0,2,2,0,0
1982316,131956415,0,0,2018-12-06,F,41-49,721,1,3204,16.0,85,8,0,0
809929,908030595,0,0,2018-12-20,F,41-49,81,1,12,0.0,0,0,0,0
668289,399288556,1,0,2018-12-19,F,18-23,155,3,55,0.0,0,0,0,0
312041,114532224,0,0,2018-12-08,F,18-23,2066,1,4763,61.0,310,30,0,0
2449280,818860890,0,0,2018-12-10,M,18-23,740,2,1129,10.0,143,7,0,0
3310424,1070080842,0,0,2018-12-08,F,50+,1039,2,1569,0.0,11,21,0,1
1656307,1084326915,0,0,2018-12-04,F,24-30,5417,1,454804,23.0,1811,1098,17,0
546936,1070636035,1,0,2018-12-08,F,24-30,28808,4,137992,5957.0,8426,1197,11,0
226232,774909798,1,0,2018-12-19,M,18-23,8294,6,684,1.0,21,2,0,0
2450910,824648334,0,0,2018-12-02,M,41-49,12820,11,7417,0.0,51,17,2,0
1135385,80302425,1,0,2018-12-18,M,24-30,186,1,78,0.0,0,0,0,0
2578485,320388421,0,0,2018-12-06,M,24-30,13319,7,11511,212.0,691,39,1,0
831446,1126123873,0,0,2018-12-06,F,24-30,3321,1,3639,26.0,16,17,4,0
357114,274556075,1,0,2018-12-18,F,41-49,103,1,62,0.0,1,0,0,0
2637886,497970436,0,0,2018-12-20,M,31-40,555,4,256,0.0,60,2,0,0
1288587,620708187,0,0,2018-12-17,F,18-23,54,1,19,2.0,0,0,0,0
107206,383152302,1,0,2018-12-12,F,31-40,5141,1,50032,1653.0,1748,168,2,0
2896879,443899662,0,0,2018-12-09,F,18-23,1391,1,2212,0.0,16,4,0,0
2888935,424891673,0,0,2018-12-15,M,24-30,2284,1,2397,1.0,18,49,1,0
196156,680246021,1,0,2018-12-11,M,50+,138,1,122,6.0,0,0,0,0
3023317,937112824,1,0,2018-12-19,M,50+,119,1,0,0.0,0,0,0,0
1691225,91023787,0,0,2018-12-17,F,18-23,16907,5,162387,85.0,2207,337,13,0
1333881,769994623,0,0,2018-12-20,F,18-23,10185,9,32952,489.0,1195,382,2,0
214619,739172421,0,0,2018-12-19,M,31-40,13831,3,30807,0.0,368,169,2,12
2198383,971779854,1,0,2018-12-14,M,41-49,3813,1,56846,1378.0,3476,44,11,0
2789369,73587005,1,0,2018-12-17,F,18-23,49,1,40,0.0,0,0,0,0
3526466,723684668,0,0,2018-12-08,M,50+,864,2,383,6.0,177,3,0,0
784193,781986131,0,0,2018-12-18,M,24-30,91,1,0,0.0,0,0,0,0
1642643,922537118,0,0,2018-12-19,M,41-49,4854,1,73356,123.0,6891,48,19,0
2386500,603892682,1,0,2018-12-20,M,18-23,1638,1,3652,120.0,96,67,0,0
2001658,201021463,0,0,2018-12-17,M,18-23,2081,4,430,1.0,42,0,0,0
1144565,111693343,0,0,2018-12-04,M,31-40,81,2,7,0.0,0,0,0,0
2747428,942946630,0,0,2018-12-19,F,24-30,692,1,647,0.0,4,0,0,0
722853,569812247,0,0,2018-12-07,F,31-40,876,2,42,0.0,0,0,0,0
402512,432648880,0,0,2018-12-12,F,24-30,136,1,6,0.0,0,0,0,0
2969530,707728968,1,0,2018-12-02,M,24-30,1385,2,871,3.0,4,7,0,0
1516240,442289259,1,0,2018-12-15,M,41-49,450,3,87,0.0,0,1,0,0
1804563,468135899,0,0,2018-12-01,F,50+,20335,3,321477,515.0,8173,440,7,10
1504794,415055702,0,0,2018-12-04,M,41-49,3837,3,4422,12.0,100,72,0,0
313670,119080781,0,0,2018-12-17,M,24-30,516,2,6,0.0,0,0,0,0
3045063,13209962,0,0,2018-12-09,F,18-23,4664,3,16731,458.0,570,131,1,0
723380,572293869,0,0,2018-12-11,M,41-49,1978,1,329,0.0,3,2,0,0
2431087,759346214,1,0,2018-12-17,M,24-30,164,1,0,0.0,0,0,0,0
139012,467726896,1,0,2018-12-20,F,41-49,933,1,1482,2.0,8,4,1,6
571602,52934249,1,0,2018-12-15,M,24-30,3454,2,6394,40.0,111,57,3,0
2118045,618225315,0,0,2018-12-02,M,31-40,1277,1,1943,48.0,656,1,0,0
3162905,421736145,0,0,2018-12-07,F,31-40,1546,1,4374,69.0,864,21,0,0
763708,721518243,1,0,2018-12-16,M,41-49,194,2,69,0.0,0,0,0,0
1724874,204859262,0,0,2018-12-14,M,18-23,2691,1,4282,5.0,31,87,1,0
1334383,771482369,1,0,2018-12-16,M,24-30,225,1,1,0.0,0,0,0,0
1341419,794693180,0,0,2018-12-06,M,24-30,21,1,0,0.0,0,0,0,0
2094166,513795470,0,0,2018-12-15,F,24-30,3601,4,44150,535.0,600,124,1,0
1162101,164178802,0,0,2018-12-16,F,18-23,23,1,11,0.0,1,0,0,0
2718537,791825088,1,0,2018-12-14,F,41-49,60,1,1,0.0,0,0,0,0
48841,153825906,1,0,2018-12-16,M,31-40,7418,8,51501,2891.0,1315,406,23,3
2873437,381776614,0,0,2018-12-11,F,31-40,2365,1,2453,0.0,30,5,0,0
75487,252022446,1,0,2018-12-12,M,18-23,1609,3,2838,39.0,214,16,2,0
395251,414389860,1,0,2018-12-05,F,50+,459,2,166,0.0,1,1,0,0
1040951,719757643,1,0,2018-12-01,F,41-49,1552,1,2559,10.0,12,57,0,0
2905257,467426334,1,0,2018-12-13,M,31-40,506,1,4,0.0,0,0,0,0
2594164,376334168,0,0,2018-12-04,M,41-49,1086,1,47,0.0,0,0,0,0
101772,365899911,1,0,2018-12-19,F,18-23,5182,1,44008,2666.0,548,361,8,0
1073029,823167469,0,0,2018-12-14,F,31-40,2643,1,7915,95.0,149,143,0,42
3336225,54469511,1,0,2018-12-12,M,24-30,7027,4,43088,3035.0,1333,180,1,0
991016,526038273,0,0,2018-12-01,M,50+,359,1,1287,74.0,148,1,0,0
2847227,278811063,1,0,2018-12-14,M,18-23,1768,6,6137,154.0,773,67,0,0
792808,814311944,0,0,2018-12-14,F,41-49,405,2,64,0.0,6,0,0,0
3511619,671750708,1,0,2018-12-07,F,31-40,21605,10,36267,146.0,588,116,2,239
2874619,384815390,0,0,2018-12-06,M,31-40,7247,6,21413,5.0,450,123,7,0
2493795,19289662,0,0,2018-12-11,M,18-23,3406,2,19854,1397.0,311,46,0,0
854747,66945080,0,0,2018-12-09,M,18-23,1965,3,2300,1.0,152,25,0,14
1744639,281262303,1,0,2018-12-20,F,41-49,30351,4,149057,1792.0,8298,961,6,164
404806,438328918,0,0,2018-12-19,M,24-30,6942,5,24292,386.0,800,140,1,0
948281,402234996,0,0,2018-12-07,M,41-49,1374,4,467,0.0,7,17,0,0
2372285,540858373,0,0,2018-12-09,F,41-49,276,1,858,0.0,25,5,0,0
1183614,243363089,0,0,2018-12-01,F,24-30,3129,1,5951,1.0,19,52,2,0
593461,125087590,0,0,2018-12-08,M,24-30,2285,2,4167,1034.0,529,33,2,0
2515446,88071609,1,0,2018-12-16,M,18-23,207,2,6,0.0,0,0,0,0
3506693,653939057,1,0,2018-12-12,F,41-49,1886,1,1242,0.0,2,4,0,0
641591,304237028,0,0,2018-12-04,F,31-40,13892,1,347930,0.0,2521,838,27,0
1280913,587624929,0,0,2018-12-04,F,24-30,7467,5,45019,48.0,557,280,3,85
2716785,784313701,0,0,2018-12-13,F,50+,13794,1,1173539,191.0,26719,481,57,0
545271,1051000471,1,0,2018-12-14,M,24-30,1721,1,2895,57.0,215,16,0,0
1632496,857504423,0,0,2018-12-16,F,41-49,5059,1,10673,19.0,450,124,3,0
724856,578908971,0,0,2018-12-10,M,18-23,6510,6,142,0.0,35,0,0,0
580412,82860769,1,0,2018-12-18,M,18-23,285,2,116,0.0,0,0,0,0
77782,262662283,0,0,2018-12-12,F,24-30,15503,3,559924,23041.0,5274,1051,29,0
2805840,128533767,1,0,2018-12-18,M,12-17,328,2,784,0.0,52,13,0,0
2191604,907811573,0,0,2018-12-19,F,50+,784,3,46,0.0,0,0,0,0
230254,788864882,0,0,2018-12-19,F,24-30,7999,7,8180,0.0,31,172,0,0
1459179,242460058,1,0,2018-12-11,M,18-23,33,1,8,0.0,0,0,0,0
3380171,204185935,1,0,2018-12-19,F,24-30,60,1,8,0.0,0,0,0,0
2428424,752110466,1,0,2018-12-06,M,50+,217,1,18,0.0,0,0,0,0
3331109,41819289,0,0,2018-12-13,M,18-23,7863,1,49483,45.0,407,143,4,323
509760,800169878,1,0,2018-12-20,M,18-23,76,1,10,0.0,0,0,0,0
3027165,981882120,1,0,2018-12-05,M,31-40,6310,8,4792,32.0,341,17,2,0
2781501,47273640,1,0,2018-12-09,F,18-23,6232,2,15007,681.0,353,154,2,0
3523079,712304325,0,0,2018-12-18,F,24-30,1173,1,444,0.0,1,0,0,0
768667,736652895,0,0,2018-12-20,F,41-49,169,1,6,0.0,0,0,0,0
48680,153506145,0,0,2018-12-08,M,24-30,4004,2,38052,3005.0,1098,180,2,0
72747,241229911,0,0,2018-12-19,M,24-30,182,1,85,0.0,0,0,0,0
25875,83674981,1,0,2018-12-08,F,18-23,4282,2,5565,19.0,18,69,0,0
3039214,1116931632,1,0,2018-12-05,F,31-40,135,1,0,0.0,0,0,0,0
1237966,436678354,0,0,2018-12-12,M,31-40,7484,2,65229,1026.0,4934,297,10,85
2225566,41644905,0,0,2018-12-14,F,24-30,420,3,415,0.0,19,2,0,0
1264251,515564265,1,0,2018-12-09,M,24-30,91,1,28,0.0,19,0,0,0
869130,114114865,0,0,2018-12-05,M,24-30,4267,1,22846,73.0,741,83,0,0
3508575,660315596,0,0,2018-12-17,M,31-40,61,1,379,0.0,0,0,0,0
151378,506125113,0,0,2018-12-19,M,18-23,11,1,4,0.0,0,0,0,0
1723769,201267947,0,0,2018-12-01,M,24-30,508,1,39,0.0,0,0,0,0
2845682,272771731,0,0,2018-12-02,F,24-30,15922,8,11660,56.0,228,221,2,0
919227,299414538,0,0,2018-12-12,M,18-23,3890,3,9110,75.0,269,32,4,18
1908995,844628405,1,0,2018-12-20,M,31-40,1562,1,1045,0.0,5,11,0,0
2074559,455220252,1,0,2018-12-03,M,31-40,12,1,0,0.0,0,0,0,0
2081140,472115507,0,0,2018-12-03,M,41-49,1000,1,386,0.0,61,0,0,0
2175990,818837909,1,0,2018-12-07,F,24-30,192,1,40,0.0,0,0,0,0
49730,156881673,1,0,2018-12-17,M,24-30,79,2,0,0.0,0,0,0,0
3434934,406432434,1,0,2018-12-19,F,50+,4564,1,19259,198.0,1891,53,5,22
407240,444315171,0,0,2018-12-05,M,18-23,327,2,297,0.0,3,7,0,0
3519320,697266055,0,0,2018-12-04,M,24-30,66,1,2,0.0,0,0,0,0
2184750,867223454,0,0,2018-12-11,M,31-40,117,2,0,0.0,0,0,0,0
1556520,578981958,0,0,2018-12-05,M,18-23,15480,2,74952,7357.0,1149,306,5,0
287408,31636372,1,0,2018-12-10,F,24-30,5819,1,259125,53.0,5575,324,4,0
3241812,693916807,1,0,2018-12-02,F,31-40,4111,4,3916,28.0,20,108,2,0
3198425,523819516,1,0,2018-12-10,F,31-40,3972,1,11288,471.0,730,164,13,0
3100057,195353898,1,0,2018-12-10,F,18-23,55,1,18,0.0,0,0,0,0
2468679,932638762,0,0,2018-12-07,F,41-49,387,1,15,0.0,0,0,0,0
2026096,300529027,0,0,2018-12-08,F,24-30,7683,1,22640,1085.0,194,271,3,0
239059,819979693,0,0,2018-12-06,F,24-30,356,2,31,0.0,2,0,0,0
3221449,621512761,0,0,2018-12-02,F,18-23,5809,1,26534,688.0,2611,297,5,0
1903756,819388541,1,0,2018-12-07,M,24-30,6053,16,660,0.0,6,2,0,0
1056321,765171973,1,0,2018-12-17,M,18-23,3845,3,435,0.0,69,0,0,0
2181853,849487060,0,0,2018-12-10,F,31-40,7229,1,9730,4.0,556,104,0,0
689208,453374718,1,0,2018-12-04,F,31-40,429,1,283,0.0,11,3,0,0
3539287,764659498,0,0,2018-12-19,M,41-49,6387,2,182205,733.0,15745,273,12,0
3092655,163248006,1,0,2018-12-13,F,31-40,4732,2,29152,19.0,433,259,14,0
212357,732655066,1,0,2018-12-05,M,41-49,412,1,300,0.0,189,0,0,0
3194644,509914066,0,0,2018-12-05,F,24-30,647,2,539,0.0,1,8,0,0
74240,246606204,1,0,2018-12-05,F,18-23,503,1,427,0.0,1,3,0,0
1818669,512289762,0,0,2018-12-19,M,31-40,52,1,5,0.0,0,0,0,0
362943,303166436,0,0,2018-12-13,F,24-30,827,1,1323,0.0,331,3,0,0
1648111,980766497,0,0,2018-12-18,M,18-23,3749,4,4227,1.0,85,76,0,12
743741,654098228,0,0,2018-12-18,M,24-30,232,1,79,0.0,0,0,0,0
1693645,98143289,0,0,2018-12-19,F,24-30,9333,1,63237,7.0,1841,133,4,0
1262211,508819904,0,0,2018-12-08,F,50+,8122,2,7777,32.0,946,16,0,9
1759626,348452374,1,0,2018-12-08,M,24-30,9717,5,45662,3368.0,8095,163,2,0
1724873,204858066,0,0,2018-12-15,F,24-30,567,2,0,0.0,0,0,0,0
421283,482120250,0,0,2018-12-19,M,18-23,70,1,0,0.0,0,0,0,0
2719991,796616095,0,0,2018-12-15,F,18-23,26162,14,57138,598.0,579,496,4,0
1512184,431431477,1,0,2018-12-17,M,24-30,2081,7,2155,28.0,151,15,0,0
2318371,380001313,0,0,2018-12-19,F,18-23,2463,2,14462,188.0,761,117,0,4
799168,842305039,1,0,2018-12-10,F,41-49,4117,3,24480,355.0,5269,103,2,0
3481704,549556506,1,0,2018-12-01,F,31-40,2359,1,7033,20.0,314,40,0,0
3545529,783669359,0,0,2018-12-20,F,24-30,4849,4,32400,118.0,210,20,1,89
1294140,641796059,1,0,2018-12-04,M,18-23,298,1,49,0.0,14,0,0,0
30577,99319441,0,0,2018-12-13,F,24-30,751,1,169,0.0,6,1,0,0
3013203,871867241,0,0,2018-12-11,F,24-30,9097,4,49940,0.0,269,140,7,70
2699836,734921657,0,0,2018-12-05,M,41-49,20811,4,181274,65.0,24135,287,7,16
745593,659513287,0,0,2018-12-15,M,18-23,504,1,1926,98.0,210,5,0,7
